,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Observation ID,Date,Time,Troop,Observers,Location,Latitude ,Longitude,Rain Type,Land Use,Temperature,Cloud Cover,Wind,Wilderness,Den Type,Park Habitat,Troop Number,Complete Count?,Group Spread,Number juveniles/ Sub-Adults,# Pups,# Pregnant,Pregnant third,Identifiable Individuals,Number sick,Illness Rank,Description of Signs,Number injured,Description of Injuries,Feces,Urine,Anal Gland Secr.,Comments,Mix,Troop Name,Split,Columna1,Columna2,Columna3,Columna4
,KWA260716,26-Jul-16,19:26,KWA,CA,,-,-,No Rain,Residential,-,30,-,Slightly degraded,Scrap heap,Shrub savanna ,,,,,,,,,,,,,,,,,,,,,,,,
,FOR260716,26-Jul-16,19:03,FOR,CA,,17.80139,25.15006,No Rain,Urban,-,30,-,Buildings,Under container,?,,,,,,,,,,,,,,,,,,,,,,,,
,CSL260716,26-Jul-16,18:00,CSL,CA,,17.80409,25.14834,No Rain,Urban,-,30,-,Buildings,Slash pile,Degraded riparian forest,16,No,-,,,,,,,,,,,,,,,,,,,,,
,CSL270716,27-Jul-16,9:00,CSL,CA,,17.80409,25.14834,No Rain,Urban,-,0,-,Buildings,Slash pile,Degraded riparian forest,26,No,,,,,,,,,,,,,,,,,,,,,,
,MOW270716,27-Jul-16,13:10,MOW,CA,,-,-,No Rain,Urban/Lodge,-,0,-,Slightly degraded,-,Degraded riparian forest,30,No,-,,,,,,,,,,,,,,,,,,,,,
,KUBU270716,27-Jul-16,17:47,KUBU,CA,,-,-,No Rain,-,-,0,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,
,KWA270716,27-Jul-16,18:00,KWA,CA,,-,-,No Rain,Residential,-,0,-,Slightly degraded,Scrap heap,Shrub savanna ,,,,,,,,,,,,,,,,,,,,,,,,
,MOW270716,27-Jul-16,18:20,MOW,CA,,-,-,No Rain,Urban,-,0,-,Slightly degraded,-,Shrub savanna ,,,,,,,,,,,,,,,,,,,,,,,,
,WA280716,28-Jul-16,9:00,WA,CA,,-,-,No Rain,Urban,-,0,-,Buildings,-,-,10,No,-,,,,,BM37016,,,,,,,,,Capture: BM37016,,,,,,,
,CSL280716A,28-Jul-16,12:30,CSL,CA,,17.80409,25.14834,No Rain,Urban,-,0,-,Buildings,Slash pile,Degraded riparian forest,25,No,-,,,,,,,,,,,,,,,,,,,,,
,CSL280716B,28-Jul-16,17:21,CSL,CA,,17.78915,25.17734,No Rain,Urban,-,0,-,Buildings,Slash pile,Degraded riparian forest,15,No,-,,,,,,,,,,,,,,,,,,,,,
,SEF280716,28-Jul-16,17:44,SEF,CA,,-,-,No Rain,-,-,0,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,
,KUBU290716,29-Jul-16,8:00,KUBU,CA,,-,-,No Rain,Residential,-,10,-,Slightly degraded,-,Degraded riparian forest,8,,,,,,,"Radiocollar, Pink Plastic",,,,,,,,,,,,,,,,
,WA290716,29-Jul-16,11:00,WA,CA,,17.79525,25.15271,No Rain,Urban,-,10,-,Buildings,-,Degraded riparian forest,24,,,,,,,Radiocollar,,,,,,,,,,,,,,,,
,CSL290716,29-Jul-16,14:56,CSL,CA,,-,-,No Rain,Lodge,-,10,-,Buildings,-,Degraded riparian forest,28,No,,,,,, Blue Ear tag ,2,,"(The sick 2---1.) nose swollen 2.) nose swollen, bleeding, emaciated)",,,,,,,,,,,,,
,CSL300716,30-Jul-16,10:33,CSL,CA,,-,-,No Rain,Lodge,-,0,-,Buildings,-,Degraded riparian forest,30,No,,,,,,,,,,,,,,,,,,,,,,
,MOW300716,30-Jul-16,12:00,MOW,CA,,-,-,No Rain,Lodge,-,0,-,Cultivated (lawn),-,Degraded riparian forest,25,No,,,,,,,,,,,,,,,,,,,,,,
,CSL310716,31-Jul-16,8:59,CSL,CA,,-,-,No Rain,Lodge,-,0,-,Cultivated (lawn),-,Degraded riparian forest,15,No,,,,,,,,,,,,,,,,,,,,,,
,PW010816,1-Aug-16,17:07,Plateau/Wildlife,CA,,17.81366,25.15191,No Rain,National Park,-,0,-,Pristine,-,Shrub savanna ,11,,,,,,,,,,,,,,,,,,,,,,,
,CCH010816,1-Aug-16,17:20,CCH,CA,,17.82737,25.13812,No Rain,Lodge,-,0,-,Buildings,Slash pile,Teak woodland ,13,No,,,,,,,,,,,,,,,,,,,,,,
,PLAT010816,1-Aug-16,17:50,PLAT,CA,,-,-,No Rain,-,-,15,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,
,CSL010816,1-Aug-16,18:07,CSL,CA,,17.80759,25.14582,No Rain,Lodge,-,15,-,Buildings,Under container,Degraded riparian forest,6,No,,,,,,,,,,,,,,,,,,,,,,
,FOR010816,1-Aug-16,18:27,FOR,CA,,17.80133,25.15019,No Rain,Urban,-,15,-,Buildings,Under container,Degraded riparian forest,1,,,,,,,,,,,,,,,,,,,,,,,
,WA010816,1-Aug-16,18:45,WA,CA,,-,-,No Rain,Urban,-,-,-,Buildings,-,Degraded riparian forest,,,,,,,,,,,,,,,,,,,,,,,,
,MOGO010816,1-Aug-16,19:15,MOGO,CA,,-,-,No Rain,Urban,-,-,-,Buildings,-,Shrub savanna ,,,,,,,,,,,,,,,,,,,,,,,,
,MOW010816,1-Aug-16,19:30,MOW,CA,,17.78445,25.16784,No Rain,Urban,-,-,-,Buildings,Scrap heap,Shrub savanna ,,,,,,,,,,,,,,,,,,,,,,,,
,SEF010816,1-Aug-16,19:45,SEF,CA,,17.7888,25.17669,No Rain,Undeveloped,-,-,-,Slightly degraded,Rock pile,Shrub savanna ,,,,,,,,,,,,,,,,,,,,,,,,
,DUMP010816,1-Aug-16,19:55,DUMP,CA,,17.80815,25.153,No Rain,Urban,-,-,-,Slightly degraded,Scrap heap,Teak woodland ,,,,,,,,,,,,,,,,,,,,,,,,
,KUBU010816,1-Aug-16,20:25,KUBU,CA,,-,-,No Rain,Urban,-,-,-,Buildings,Rock pile,Degraded riparian forest,,,,,,,,,,,,,,,,,,,,,,,,
,KWA010816,1-Aug-16,20:32,KWA,CA,,-,-,No Rain,Residential,-,-,-,Slightly degraded,Scrap heap,Shrub savanna ,,,,,,,,,,,,,,,,,,,,,,,,
,SDRF020816,2-Aug-16,6:30,SDRF,CA,,-,-,No Rain,National Park,-,20,-,Slightly degraded,Hollow log,Capparis tomentosa shrub,6,,,,,,,,,,,,,,,,,,,,,,,
,WCE020816,2-Aug-16,7:00,WCE,CA,,17.83884,25.09765,No Rain,National Park,-,20,-,Slightly degraded,Hollow log,Gallery Forest,,,,,,,,,,,,,,,,,,,,,,,,
,CGL020816,2-Aug-16,9:00,CGL,CA,,-,-,No Rain,Lodge,-,10,-,Gallery Forest,Under concrete,Gallery Forest,,,,,,,,,,,,,,,,,,,,,,,,
,SDRF020816,2-Aug-16,10:33,SDRF,CA,,17.82823,25.1237,No Rain,National Park,-,10,-,Chobe River sand bank,-,Capparis tomentosa shrub,,,,,,,,,,,,,,,,,,,,,,,,
,FOR020816,2-Aug-16,11:10,FOR,CA,,,,No Rain,Urban,-,10,-,Buildings,-,-,6,,,,,,,,,,,,,,,,,,,,,,,
,MOGO020816,2-Aug-16,12:00,MOGO,CA,,17.78445,25.16784,No Rain,Urban,-,10,-,Slightly degraded,-,Shrub savanna ,19,No,,,,,,,,,,,,,,,,,,,,,,
,CSL030816,3-Aug-16,17:30,CSL,CA,,17.80409,25.14834,No Rain,Lodge,-,0,-,Buildings,Slash pile,Degraded riparian forest,5,No,,,,,,,,,,,,,,,,,,,,,,
,SEF030816,3-Aug-16,18:51,SEF,CA,,17.7888,25.17669,No Rain,Undeveloped,-,0,-,Slightly degraded,Rock pile,Shrub savanna ,24,No,,,,,,,,,,,,,,,,,,,,,,
,MOW040816,4-Aug-16,9:50,MOW,CA,,,,No Rain,Lodge,-,0,-,Buildings,-,Shrub savanna ,33,,,,,,,,,,,,,,,,,,,,,,,
,KUBU040816,4-Aug-16,17:17,KUBU,CA,,,,No Rain,Residential,-,5,-,Buildings,Scrap heap,Shrub savanna,,,,,,,,,,,,,,,,,,,,,,,,
,SEF040816,4-Aug-16,17:45,SEF,CA,,,,No Rain,Undeveloped,-,5,-,Slightly degraded,Rock pile,Shrub savanna,,,,,,,,,,,,,,,,,,,,,,,,
,MOGO040816,4-Aug-16,18:09,MOGO,CA,,17.78666,25.16534,No Rain,Urban,-,5,-,Buildings,Building,Shrub savanna,,,,,,,,,,,,,,,,,,,,,,,,
,MOW040816,4-Aug-16,18:30,MOW,CA,,,,No Rain,Lodge,-,-,-,Buildings,Baobab,Degraded riparian forest,,,,,,,,,,,,,,,,,,,,,,,,
,CSL180816,18-Aug-16,17:56,CSL,Mike,,17.803966,25.14825,No Rain,Lodge,-,0,-,Buildings,Scrap heap,-,,,,,,,,,,,,,,,,,,,,,,,,
,SEF180816,18-Aug-16,18:32,SEF,Mike,,17.7888,25.17669,No Rain,Undeveloped,-,0,-,Slightly degraded,Rock pile,Shrub savanna,,,,,,,,,,,,,,,,,,,,,,,,
,DUMP180816,18-Aug-16,18:44,DUMP,Mike,,17.792287,25.183545,No Rain,Urban,-,0,-,Heavily degraded,Rock pile,-,,,,,,,,,,,,,,,,,,,,,,,,
,CSL190816,19-Aug-16,17:48,CSL,Mike,,17.803784,25.14788,No Rain,Urban,-,0,-,Buildings,Scrap heap,Chobe River sandbank,3,,5,,,,,,,,,,,,,,,,,,,,,
,KWA190816,19-Aug-16,18:20,KWA,Mike,,17.796561,25.213753,No Rain,Urban,-,0,-,Buildings,-,-,,,,,,,,,,,,,,,,,,,,,,,,
,SEF230816,23-Aug-16,18:18,SEF,Mike,,17.80788,25.15878,No Rain,Undeveloped,-,0,-,Slightly degraded,Rock pile,Shrub savanna,,,,,,,,,,,,,,,,,,,,,,,,
,CSL230816,23-Aug-16,18:37,CSL,Mike,,17.80397,25.14825,No Rain,Urban,-,0,-,Buildings,Scrap heap,-,,,,,,,,,,,,,,,,,,,,,,,,
,SDRF250816,25-Aug-16,8:16,SDRF,Mike,,17.82823,25.1237,No Rain,National Park,-,0,Yes,Pristine,Hollow log,Chobe river sandbank,,,,,,,,,,,,,,,,,,,,,,,,
,WCE250816,25-Aug-16,8:29,WCE,Mike,,-,-,No Rain,National Park,-,0,Yes,Pristine,Hollow log,Chobe River sandbank,16,No,30,,,,,,,,,,,,,,,,,,,,,
,CGL250816,25-Aug-16,9:00,CGL,Mike,,17.842977,25.077791,No Rain,National Park,-,0,No,Pristine,-,Teak woodland ,8,No,20,,,,,,,,,,,,,,,,,,,,,
,DUMP250816,25-Aug-16,18:51,DUMP,Mike,,17.792287,25.183545,No Rain,Urban,-,0,No,Heavily degraded,Scrap heap,-,,,,,,,,,,,,,,,,,,,,,,,,
,KWA260816,26-Aug-16,14:20,KWA,Mike,,17.79619,25.2135,No Rain,Residential,-,0,Yes,Cultivated (lawn),-,-,,,,,,,,,,,,,,,,,,,,,,,,
,MOW260816,26-Aug-16,15:21,MOW,Mike,,17.78476,25.15823,No Rain,Lodge,-,0,Yes,Cultivated (lawn),-,-,50,No,30,,,,,,,,,,,,,,With Mogo,1,MOW/MOGO,,,,,
,MOGO260816,26-Aug-16,15:21,MOGO,Mike,,17.78476,25.15823,No Rain,Lodge,-,0,Yes,Cultivated (lawn),-,-,50,No,30,,,,,,,,,,,,,,With Mowana,,,,,,,
,CSL260816,26-Aug-16,15:48,CSL,Mike,,17.8043,25.14781,No Rain,Urban,-,0,No,Buildings,-,-,10,No,20,,,,,,,,,,,,,,,,,,,,,
,FOR270816,27-Aug-16,14:20,FOR,Mike,,17.784647,25.159328,No Rain,Lodge,-,0,Yes,Cultivated (lawn),-,-,14,No,20,,,,,,,,,,,,no,no,,,,,,,,
,CSL290816,29-Aug-16,15:30,CSL,Mike,,17.807105,25.146901,No Rain,Lodge,-,0,No,Buildings,-,-,32,No,50,,,,,,,,,,,,no,no,,,,,,,,
,MOW290816,29-Aug-16,18:00,MOW,Mike,,17.782366,25.15825,No Rain,Lodge,-,0,No,Buildings,Building,-,6,,10,,,,,,,,,,,,no,no,,,,,,,,
,WA290816,29-Aug-16,18:30,WA,Mike,,-,-,No Rain,Residential,-,0,No,Buildings,Building,-,,,,,,,,,,,,,,,no,no,,,,,,,,
,CSL310816,31-Aug-16,17:20,CSL,Mike,,17.80716,25.14646,No Rain,Lodge,-,0,No,Buildings,Building material,-,24,,50,,,,,,,,,,,,no,no,,,,,,,,
,KWA010916,1-Sep-16,11:00,KWA,Mike,,17.79802,25.21814,No Rain,Lodge,-,0,No,Slightly degraded,-,-,22,No,30,,,,,,,,,,,,no,no,,,,,,,,
,PLAT050916,5-Sep-16,17:54,PLAT,Mike,,17.801274,25.157836,No Rain,Urban,-,0,No,Buildings,Scrap heap,-,,,,,,,,,,,,,,,no,no,,,,,,,,
,WA050916,5-Sep-16,18:32,WA,Mike,,17.795557,25.154401,No Rain,Urban,-,0,No,Buildings,Scrap heap,-,,,,,,,,,,,,,,,no,no,,,,,,,,
,KWA050916,5-Sep-16,18:45,KWA,Mike,,17.795593,25.211024,No Rain,Urban,-,0,No,Buildings,-,-,24,,,,,,,,,,,,,,no,no,,,,,,,,
,CCH060916,6-Sep-16,11:03,CCH,Mike,,17.79572,25.15422,No Rain,Lodge,-,0,No,Cultivated (lawn),-,-,24,No,30,,,,,,,,,,,,no,no,,,,,,,,
,MOW060916,6-Sep-16,14:00,MOW,Mike,,17.79572,25.15422,No Rain,Lodge,-,0,No,Cultivated (lawn),-,-,7,,30,,,,,,,,,,,,no,no,,,,,,,,
,CSL070916,7-Sep-16,10:00,CSL,Mike,,17.80753,25.1464,No Rain,Lodge,-,0,No,Buildings,-,-,24,No,20,,,,,,,,,,,,no,no,,,,,,,,
,KWA080916,8-Sep-16,5:54,KWA,Mike,,17.796587,25.213045,No Rain,Lodge,-,0,No,Heavily degraded,"Scrap heap, slash pile",-,20,No,40,,,,,,,,,,,,no,no,,,,,,,,
,CSL090916,9-Sep-16,10:25,CSL,Mike,,17.80331,25.14765,No Rain,Urban,-,0,No,Heavily degraded,-,Chobe River sandbank,30,No,15,,,,,,,,,,,,no,no,,,,,,,,
,SEF090916,9-Sep-16,11:40,SEF,Mike,,17.78556,25.17334,No Rain,Urban,-,0,No,Heavily degraded,Scrap heap,-,16,No,20,,,,,,,,,,,,no,no,,,,,,,,
,DUMP090916,9-Sep-16,12:04,DUMP,Mike,,17.80096,25.18666,No Rain,Undeveloped,-,0,No,Pristine,-,-,,,,,,,,,,,,,,,no,no,,,,,,,,
,KUBU090916,9-Sep-16,12:32,KUBU,Mike,,17.795218,25.22715,No Rain,Lodge,-,0,No,Cultivated (lawn),-,-,3,,5,,,,,,,,,,,,no,no,,,,,,,,
,KUBU120916,12-Sep-16,7:45,KUBU,Mike,,17.797523,25.228295,No Rain,Urban,-,0,No,Slightly degraded,-,-,2,No,5,,,,,,,,,,,,no,no,,,,,,,,
,CCH150916,15-Sep-16,9:16,CCH,Mike,,17.82737,25.13812,No Rain,Lodge,-,0,No,Buildings,Building,-,24,,30,,,,,,,,,,,,no,no,,,,,,,,
,WILD150916,15-Sep-16,9:32,WILD,Mike,,,,No Rain,National Park,-,0,No,Pristine,-,Capparis tomentosa shrub,7,,10,,,,,,,,,,,,no,no,,,,,,,,
,KWA150916,15-Sep-16,17:08,KWA,Mike,,17.79608,25.21202,No Rain,Urban,-,0,No,Heavily degraded,-,-,6,,30,,,,,,,,,,,,no,no,,,,,,,,
,WA170916,17-Sep-16,11:00,WA,Mike,,17.79176,25.15599,No Rain,Lodge,-,0,No,Buildings,-,-,21,,30,,,,,,,,,,,,no,no,,,,,,,,
,CSL190916,19-Sep-16,17:00,CSL,"Mike, Lloyd",,17.80786,25.14544,No Rain,Lodge,-,0,No,Slightly degraded,Building,-,2,,,,,,,,,,,,,,no,no,,,,,,,,
,KWA190916,19-Sep-16,17:30,KWA,"Mike, Lloyd",,17.79515,25.21236,No Rain,Residential,-,0,No,Buildings,Building,-,,,,,,,,,,,,,,,no,no,,,,,,,,
,SDRF200916,20-Sep-16,7:45,SDRF,"Mike, Sean",,17.82851,25.13147,No Rain,National Park,-,0,No,Pristine,Hollow log,Capparis tomentosa shrub,17,,30,,,,,,,,,,,,no,no,,,,,,,,
,CGL200916,20-Sep-16,10:00,CGL,"Mike, Sean",,17.84345,25.07621,No Rain,Lodge,-,0,No,Heavily degraded,Building,-,12,,30,,,,,,,,,,,,no,no,,,,,,,,
,CSL210916,21-Sep-16,17:16,CSL,Mike,,17.80681,25.14604,No Rain,Lodge,-,0,No,Cultivated (lawn),Building,-,24,,40,,,,,,,,,,,,no,no,,,,,,,,
,WA210916,21-Sep-16,17:35,WA,Mike,,17.79268,25.15608,No Rain,Urban,-,0,No,Buildings,Scrap Heap,-,22,,10,,,,,,,,,,,,no,no,,,,,,,,
,MOW220916,22-Sep-16,10:32,MOW,Mike,,17.7824,25.15922,No Rain,Lodge,-,0,No,Buildings,-,-,28,,15,,,,,,,,,,,,no,no,,1,MOW/MOGO,,,,IN TROOPNOTES,
,MOGO220916,22-Sep-16,10:50,MOGO,Mike,,17.7824,25.15922,No Rain,Lodge,-,0,No,Buildings,-,-,12,,15,,,,,,,,,,,,no,no,,,,,,,,
,DUMP220916,22-Sep-16,15:12,DUMP,Mike,,17.80807,25.15287,No Rain,Undeveloped,-,0,No,Slightly degraded,-,-,25,,10,,,,,,,,,,,,no,no,,,,,,,,
,SDRF230916,23-Sep-16,9:30,SDRF,Mike,,17.82851,25.13147,No Rain,National Park,-,0,No,Pristine,Hollow Log,,10,No,10,,,,,,,,,,,,no,no,,,,,,,,
,WCW230916,23-Sep-16,9:56,WCW,Mike,,,,No Rain,National Park,-,0,No,Pristine,-,Capparis tomentosa shrub,20,No,20,,,,,,,,,,,,no,no,,,,,,,,
,CGL230916,23-Sep-16,11:00,CGL,Mike,,17.84254,25.0761,No Rain,Lodge,-,0,No,Buildings,Building material,-,12,No,30,,,,,,,,,,,,no,no,,,,,,,,
,,27-Sep-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WHO GOT COLLARED? WPLAT?,,,,,,,
,CCH280916,28-Sep-16,12:00,CCH,Mike,,17.827614,25.138166,No Rain,Lodge,-,0,No,Buildings,-,-,,,,,,,,,,,,,,,no,no,,,,,,,,
,KWA280916,28-Sep-16,18:00,KWA,Mike,,17.795451,25.213258,No Rain,Urban,-,0,No,Buildings,Building,-,,,,,,,,,,,,,,,no,no,,,,,,,,
,WCW041016,4-Oct-16,8:00,WCW,"Mike, Sean, Nate",,17.84158,25.08713,No Rain,National Park,-,0,No,Pristine,Hollow log,Capparis tomentosa shrub,24,No,50,,,,,,,,,,,,no,no,,,,,,,,
,DUMP071016,7-Oct-16,18:43,DUMP,Mike,,17.792673,25.183841,No Rain,Residential,-,0,No,Buildings,-,-,,,,,,,,,,,,,,,no,no,,,,,,,,
,MOW101016,10-Oct-16,18:00,MOW,Mike,,17.78318,25.15931,No Rain,Lodge,-,0,No,Cultivated (lawn),Building,-,29,,40,,,,,,,,,,,,no,no,,1,MOW/MOGO,,,,,
,MOGO101016,10-Oct-16,18:00,MOGO,Mike,,17.78318,25.15931,No Rain,Lodge,-,0,No,Cultivated (lawn),Building,-,29,,40,,,,,,,,,,,,no,no,,,,,,,,
,WA101016,10-Oct-16,11:00,WA,Mike,,17.79291,25.15555,No Rain,Lodge,-,0,No,Buildings,Building,-,12,No,15,,,,,,,,,,,,no,no,,,,,,,,
,WPLAT/PLAT111016,11-Oct-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,WPLAT/PLAT,,,,,TROOP NOTES I THINK WPLAT IS ONLY ONE INDIVIDUAL
,DUMP121016,12-Oct-16,19:14,DUMP,Mike,,17.793,25.18323,No Rain,Lodge,-,0,No,Heavily degraded,Scrap heap,-,,,,,,,,,,,,,,,no,no,,,,,,,,
,CCH121016,12-Oct-16,18:32,CCH,Mike,,17.8263,25.13799,No Rain,Lodge,-,0,No,Cultivated (lawn),-,Capparis tomentosa shrub,24,No,30,,,,,,,,,,,,no,no,,,,,,,,
,PLAT131016,13-Oct-16,8:04,PLAT,Mike,,17.802019,25.157374,No Rain,Urban,-,0,No,Buildings,-,-,13,No,5,,,,,,,,,,,,no,no,,,,,,,,
,CCH141016,14-Oct-16,17:48,CCH,Mike,,17.8263,25.13799,No Rain,Lodge,-,0,No,Cultivated (lawn),-,-,26,No,40,,,,,,,,,,,,no,no,,,,,,,,
,CGL171016,17-Oct-16,8:00,CGL,Mike,,17.8421,25.07473,No Rain,Lodge,-,0,No,Cultivated (lawn),Building,-,16,No,15,,,,,,,,,,,,no,no,,,,,,,,
,WCW171016,17-Oct-16,8:20,WCW,Mike,,17.84229,25.08654,No Rain,National Park,-,0,No,Pristine,-,Capparis tomentosa shrub,18,No,40,,,,,,,,,,,,no,no,,,,,,,,
,CSL171016,17-Oct-16,18:30,CSL,Mike,,17.807388,25.14776,No Rain,Lodge,-,0,No,Cultivated (lawn),Building,-,22,No,20,,,,,,,,,,,,no,no,,,,,,,,
,PLAT1810116,18-Oct-16,14:30,PLAT,Mike,,17.80027,25.15829,No Rain,Urban,-,20,No,Heavily degraded,-,-,14,,20,,,,,,,,,,,,no,no,,,,,,,,
,CSL181016,18-Oct-16,17:50,CSL,Mike,,17.80739,25.14776,No Rain,Lodge,-,20,No,Cultivated (lawn),Building,-,20,No,35,,,,,,,,,,,,no,no,,,,,,,,
,KWA181016,18-Oct-16,19:10,KWA,Mike,,17.79643,25.21177,No Rain,Lodge,-,0,No,Heavily degraded,Scrap heap,-,,,,,,,,,,,,,,,no,no,,,,,,,,
,DUMP181016,18-Oct-16,19:00,DUMP,Mike,,17.792489,25.183491,No Rain,Urban,-,0,No,Heavily degraded,Scrap heap,-,,,,,,,,,,,,,,,no,no,,,,,,,,
,SEF181016,18-Oct-16,18:32,SEF,Mike,,17.78737,25.17353,No Rain,Undeveloped,-,0,No,Pristine,-,-,20,No,40,,,,,,,,,,,,no,no,,,,,,,,
,CCH201016,20-Oct-16,12:30,CCH,Mike,,17.827898,25.136796,No Rain,Lodge,-,0,No,Cultivated (lawn),-,-,25,No,50,,,,,,,,,,,,no,no,,,,,,,,
,MOW201016,20-Oct-16,14:24,MOW,Mike,,17.784354,25.157646,No Rain,Lodge,-,0,No,Cultivated (lawn),-,-,12,,100,,,,,,,,,,,,no,no,,,,,,,,
,CSL241016,24-Oct-16,16:00,CSL,Mike,,17.807202,25.146443,No Rain,Lodge,-,40%,No,Heavily degraded,-,-,22,No,50,,,,,L. Red,1,,emaciated,,,,no,no,,,,,,,,
,CGL241016,24-Oct-16,7:32,CGL,Mike,,17.842,25.07936,No Rain,National Park,-,50%,No,Pristine,Hollow log,Capparis tomentosa shrub,4,No,10,,,,,,,,,,,,no,no,,,,,,,,
,WA251016,25-Oct-16,19:00,WA,Mike,,17.792598,25.156003,No Rain,Urban,-,0,No,Buildings,Building,-,,,,,,,,,,,,,,,no,no,,,,,,,,
,KWA261016,26-Oct-16,19:44,KWA,Mike,,17.795863,25.208832,Light,Residential,-,75%,Yes,Heavily degraded,Scrap heap,-,,,,,,,,,,,,,,,no,no,,,,,,,,
,KWA271016,27-Oct-16,6:08,KWA,Mike,,17.79585,25.20889,No Rain,Residential,-,0%,,Heavily degraded,Scrap heap,-,24,No,30,,,,,,,,,,,,no,no,,,,,,,,
,DUMP271016,27-Oct-16,19:25,DUMP,Mike,,17.795344,25.209639,No Rain,Urban,-,0%,Yes,Heavily degraded,Scrap heap,-,,,,,,,,,,,,,,,no,no,,,,,,,,
,CSL271016,27-Oct-16,19:48,CSL,Mike,,17.80723,25.14793,No Rain,Lodge,-,0%,No,Buildings,Building,-,,,,,,,,,,,,,,,no,no,,,,,,,,
,DUMP281016,28-Oct-16,6:15,DUMP,Mike,,17.79529,25.20956,No Rain,Residential,-,0%,No,Heavily degraded,Scrap heap,-,8,No,15,,,,,,,,,,,,no,no,,1,KWA/DUMP,,,,,
,KWA281016,28-Oct-16,6:15,KWA,Mike,,17.79529,25.20956,No Rain,Residential,-,0%,No,Heavily degraded,Scrap heap,-,20,No,15,,,,,,,,,,,,no,no,,,,,,,,
,WCE011116,1-Nov-16,9:04,WCE,Mike,,17.83702,25.10055,No Rain,National Park,-,30%,No,Pristine,-,Capparis tomentosa shrub,,,,,,,,,,,,,,,no,no,,,,,,,,
,CGL011116,1-Nov-16,8:00,CGL,Mike,,17.84097,25.07679,No Rain,Lodge,-,40%,No,Cultivated (lawn),-,Chobe River sandbank,,,,,,,,,,,,,,,no,no,,,,,,,,
,CSL011116,1-Nov-16,14:00,CSL,Mike,,17.806743,25.14697,Light,Lodge,-,60%,No,Heavily degraded,-,-,,,,,,,,,,,,,,,no,no,,,,,,,,
,CCH011116,1-Nov-16,19:00,CCH,Mike,,17.82638,25.1381,No Rain,Lodge,-,50%,No,Buildings,Building,-,,,,,,,,,,,,,,,no,no,,,,,,,,
,MOW011116,1-Nov-16,19:32,MOW,Mike,,17.78536,25.16389,No Rain,Urban,-,50%,No,Buildings,-,-,,,,,,,,,,,,,,,no,no,,,,,,,,
,WA011116,1-Nov-16,19:42,WA,Mike,,17.7925,25.15589,No Rain,Residential,-,50%,No,Buildings,Building,-,,,,,,,,,,,,,,,no,no,,,,,,,,
,PLAT031116,3-Nov-16,16:00,PLAT,Mike,,17.79992,25.1578,No Rain,Residential,-,50%,No,Heavily degraded,Scrap heap,-,,,,,,,,,,,,,,,no,no,,,,,,,,
,WA031116,3-Nov-16,10:15,Water Affairs,Mike,,17.79177,25.15609,No Rain,Lodge,-,20%,No,Buildings,Building,-,,,,,,,,,,,,,,,no,no,,,,,,,,
,SEF031116,3-Nov-16,15:20,SEF,Mike,,17.79301,25.17717,No Rain,Undeveloped,-,50%,No,Slightly degraded,-,-,,,,,,,,,,,,,,,no,no,,,,,,,,
,MOGO031116,3-Nov-16,18:28,MOGO,Mike,,17.7903,25.15876,No Rain,Urban,-,70%,No,Heavily degraded,Scrap heap,-,,,,,,,,,,,,,,,no,no,,,,,,,,
,KUBU041116,4-Nov-16,16:00,KUBU,Mike,,17.79708,25.22691,No Rain,Lodge,-,20%,No,Slightly degraded,-,-,,,,,,,,,,,,,,,no,no,,,,,,,,
,MOW061116,6-Nov-16,13:40,MOW,Mike,,17.78163,25.16156,No Rain,Residential,-,0%,No,Buildings,-,-,,,,,,,,,,,,,,,no,no,,,,,,,,
,BRG061116,6-Nov-16,13:05,DUMP,Mike,,17.79656,25.20927,No Rain,Residential,-,0%,No,Heavily degraded,Scrap heap,-,,,,,,,,,,,,,,,no,no,,1,DUMP/KWA,,,,,
,SDRF071116,7-Nov-16,16:49,SDRF,"Mike,Sean,Steph",,17.82838,25.13174,No Rain,National Park,-,80%,No,Pristine,Termite mound,Capparis tomentosa shrub,,,,,,,,,,,,,,,no,no,,,,,,,,
,WCW071116,7-Nov-16,18:40,,"Mike,Sean,Steph",,-,-,No Rain,National Park,-,80%,No,Pristine,-,Capparis tomentosa shrub,,,,,,,,,,,,,,,no,no,,,,,,,,
,CSL091116,9-Nov-16,17:39,CSL,Mike,,17.80767,25.14699,No Rain,Lodge,-,80%,No,Buildings,Building,-,,,,,,,,,,,,,,,no,no,,,,,,,,
,KWA091116,9-Nov-16,18:32,KWA,Mike,,17.79788,25.2182,No Rain,Lodge,-,80%,No,Heavily degraded,Building Material,-,,,,,,,,,,,,,,,no,no,,,,,,,,
,PLAT101116,10-Nov-16,9:20,PLAT,Mike,,17.79989,25.15787,No Rain,Urban,-,85%,No,Heavily degraded,Building material,-,,,,,,,,,,,,,,,no,no,,,,,,,,
